WEAPON SOURCE COUNTRY,Location.Cordinates.Latitude,Location.Cordinates.Longitude,Data.Yeild.Upper,Data.Name,Date.Year
USA,37.06,-116.02,20,Elkhart,1965
FRANCE,24,5,5,Corindon,1965
USSR,49.92,78.17,20,Nan,1965
USSR,50,78,1.1,Sary-Uzen,1965
USA,51.61,179.22,80,Long Shot,1965
USA,37.03,-116.01,20,Sepia,1965
USSR,49.86,78.04,29,Nan,1965
USA,37,-116,20,Kermet,1965
FRANCE,24.04,5.03,20,Tourmaline,1965
USA,37.13,-116.02,200,Corduroy,1965
USA,37.08,-116.03,20,Emerson,1965
USA,37.02,-116.05,200,Buff,1965
USSR,49.9,78.1,20,Nan,1965
USA,37.17,-116.02,20,Maxwell,1966
USA,37.1,-116.05,200,Lampblack,1966
USA,37,-116,20,Sienna,1966
USA,37.03,-115.97,20,Dovekie,1966
USA,37,-116,20,Reo,1966
USA,37.07,-116.1,20,Plaid Ii,1966
USSR,49.77,78.1,125,Nan,1966
FRANCE,24,5,20,Grenat,1966
USA,37.17,-116.42,19,Rex,1966
USA,37.15,-116.11,20,Redhot,1966
USA,36.94,-116.13,20,Finfoot/Cinnamo,1966
USA,37.08,-116.09,20,Clymer,1966
USA,36.9,-116.15,20,Purple,1966
USSR,49.72,78.07,100,Nan,1966
USA,37.05,-116.16,20,Templar,1966
USA,37.05,-115.88,20,Lime,1966
USA,37.08,-116.13,20,Stutz,1966
USA,36.95,-116.01,20,Tomato,1966
USA,37.2,-116.45,70,Duryea,1966
USSR,49.86,78.2,20,Nan,1966
USSR,47.9,47.7,1.1,Nan,1966
USA,37,-116,1.4,Fenton,1966
USA,36.82,-115.96,20,Pinstripe,1966
USA,37,-116,20,Ochre,1966
USA,37.17,-115.96,20,Traveler,1966
USA,36.98,-116.04,12,Cyclamen,1966
USA,37.32,-116.32,73,Chartreuse,1966
USSR,49.74,77.95,4,Nan,1966
CHINA,41.5,89,250,Nan,1966
USA,37.08,-116.14,20,Tapestry,1966
USA,37.09,-116,200,Piranha,1966
USA,37.11,-116.03,200,Dumont,1966
USA,37.16,-116.14,22,Discus Thrower,1966
USA,37.2,-116,62,Pile Driver,1966
USA,37.03,-116.01,200,Tan,1966
USA,36.98,-116.03,20,Puce,1966
USA,37,-116.1,20,Double Play,1966
USA,37,-116,200,Kankakee,1966
USA,37.1,-116.1,25,Vulcan,1966
USSR,49.92,78.06,150,Nan,1966
USA,37.32,-116.28,365,Halfbeak,1966
FRANCE,-22,-139,200,Aldebaran,1966
FRANCE,-22,-139,200,Tamoure,1966
USSR,50,78,150,Nan,1966
FRANCE,-22,-139,0,Ganymede,1966
USA,37,-115.89,20,Saxon,1966
USSR,49.83,78.05,20,Nan,1966
USA,37.3,-116,20,Rovena,1966
USA,37,-116,20,Tangerine,1966
USSR,50.5,77.86,20,Nan,1966
USSR,49.9,77.92,20,Nan,1966
FRANCE,-22,-139,200,Betelgeuse,1966
USA,36.84,-115.92,7.8,Derringer,1966
USA,37.13,-116.02,20,Daiquiri,1966
FRANCE,-22,-139,200,Rigel,1966
USA,37.12,-115.98,20,Newark,1966
USSR,38.8,64.5,30,Nan,1966
FRANCE,-22,-139,1000,Sirius,1966
USA,37,-116,20,Khaki,1966
USSR,49.77,78.03,150,Nan,1966
CHINA,41.5,89,12,Nan,1966
USSR,73.4,54.57,1500,Nan,1966
USSR,73,55,1500,Nan,1966
USSR,50,78,20,Nan,1966
USA,37.17,-115.96,20,Simms,1966
USA,37.1,-116,20,Ajax,1966
USA,37,-116.07,20,Ceeise,1966
USSR,50,78,20,Nan,1966
USA,37,-116,20,Vigil,1966
USSR,50,78,20,Nan,1966
USA,31,-89,0.38,Sterling,1966
USA,36.82,-115.96,20,Newpoint,1966
USA,37,-116,20,Sidecar,1966
USSR,49.92,77.76,150,Nan,1966
USA,37.32,-116.36,870,Greeley,1966
CHINA,41.5,89,122,Nan,1966
USA,37,-116,20,Rivet 1,1967
USA,37.14,-116.18,39,Nash,1967
USA,37.08,-116.01,200,Bourbon,1967
USA,37,-116,20,Rivet 2,1967
USSR,50,78,20,Nan,1967
USA,37.11,-116.1,20,Ward,1967
USA,36.91,-115.91,20,Persimmon,1967
USA,37.16,-116.07,200,Agile,1967
USSR,49.79,78.14,150,Nan,1967
USA,37.11,-116.11,20,Rivet Iii,1967
USA,37,-116,20,Mushroom,1967
USA,37,-116,20,Fizz,1967
USSR,49.78,78.06,20,Nan,1967
USA,37,-116,20,Oakland,1967
USA,37,-116,20,Hellman,1967
USA,36.92,-116.42,20,Fawn,1967
USSR,49.76,78.23,150,Nan,1967
USA,36.98,-116.08,20,Chocolate,1967
USA,37.1,-116.1,20,Effendi,1967
USA,37.04,-116.02,200,Mickey,1967
USA,37.16,-116.06,250,Commodore,1967
USA,37.27,-116.35,155,Scotch,1967
USA,37.21,-116.5,76,Knickerbocker,1967
USA,37,-116,20,Absinthe,1967
USSR,49.81,78.11,20,Nan,1967
FRANCE,-22,-139,20,Altair,1967
CHINA,40.8,89.4,3300,Nan,1967
USA,37,-115.95,20,Switch,1967
USA,37.15,-116.23,20,Midimist,1967
FRANCE,-22,-139,200,Antares,1967
USSR,49.87,78.1,20,Nan,1967
USA,37,-116.06,10,Umber,1967
FRANCE,-22,-139,200,Arcturus,1967
USA,37,-116,20,Vito,1967
USSR,49.88,78.16,20,Nan,1967
USA,37.07,-116.04,200,Stanley,1967
USSR,49.82,78.05,20,Nan,1967
USA,37.01,-116.15,20,Gibson,1967
USA,37.18,-116.05,20,Washer,1967
USA,36.96,-116.04,20,Bordeaux,1967
USA,37,-116,20,Lexington,1967
USA,37.12,-116.12,20,Door Mist,1967
USSR,50,78,20,Nan,1967
USA,37.07,-116.07,200,Yard,1967
USA,37,-116,20,Gilroy,1967
USSR,50.01,77.8,20,Nan,1967
USA,37,-116.12,2.2,Marvel,1967
USSR,50.02,77.72,10,Nan,1967
USA,37.1,-116,200,Zaza,1967
USSR,57.69,65.27,0.3,Tavda,1967
USSR,49.8,78.03,20,Nan,1967
USA,37.09,-116.03,200,Anpher,1967
USSR,73.4,54.42,1500,Nan,1967
USA,36.99,-116.03,20,Sazerac,1967
USA,37,-116,20,Cognac,1967
USA,37,-116,20,Worth,1967
USSR,49.81,78.02,20,Nan,1967
USA,37.02,-116.06,20,Cobbler,1967
USSR,49.93,77.4,20,Nan,1967
USA,37,-116,20,Polka,1967
USSR,49.88,78.21,20,Nan,1967
USA,36.67,-107.17,29,Gasbuggy,1967
USA,37.01,-116.07,20,Stilt,1967
CHINA,41.5,89,25,Nan,1967
USSR,49.74,78.32,20,Nan,1968
USA,37.23,-116.19,7.4,Hupmobile,1968
USA,37.18,-114.12,200,Staccato,1968
USA,38.65,-116.2,1000,Faultless,1968
USA,37,-116,20,Brush,1968
USA,37.24,-116.45,2.3,Cabriolet,1968
USA,36.89,-116.12,20,Mallet,1968
USA,37.1,-116.02,200,Knox,1968
USA,37,-116,20,Torch,1968
USA,37.12,-116.2,20,Dorsalfin,1968
USA,37,-116,20,Russet,1968
USA,37.03,-116.38,1.1,Buggy A-E,1968
USA,37,-116,1.5,Pommard,1968
USA,37.3,-116.27,200,Stinger,1968
USA,36.83,-115.93,20,Milk Shake,1968
USA,37,-116,20,Bevel,1968
USA,37.12,-116.08,200,Noor/Throw,1968
USA,37.1,-116.07,200,Shuffle,1968
USA,37.44,-116.19,20,Scroll,1968
USSR,49.84,78.07,20,Nan,1968
USA,37.31,-116.41,1300,Boxcar,1968
USA,37,-115.99,20,Hatchet,1968
USA,37,-116,20,Crock,1968
USA,37.1,-116.06,200,Clarksmobile,1968
USSR,0,0,47,Nan,1968
USSR,0,0,0.001,Nan,1968
USA,37,-116,20,Adze,1968
USA,37,-116,20,Wembley,1968
USA,37.2,-116.07,20,Tub A-F,1968
USSR,49.8,78.13,20,Nan,1968
USA,37.26,-116.27,200,Rickey,1968
USSR,49.96,79.05,20,Nan,1968
USA,37,-116,20,Funnel,1968
USA,37,-116,20,Sevilla,1968
USA,37.18,-116.48,200,Chateaugay,1968
USSR,47.85,47.72,27,Nan,1968
FRANCE,-22,-139,200,Capella,1968
USSR,49.77,78.09,20,Nan,1968
FRANCE,-22,-139,1000,Castor,1968
USA,37,-116,20,Spud,1968
USA,37.07,-116.07,200,Tanya,1968
FRANCE,-22,-139,200,Pollux,1968
USA,37,-116,20,Imp,1968
USA,37,-116,20,Rack,1968
USSR,50,78.02,20,Nan,1968
USA,36.85,-115.9,20,Dianamoon,1968
USA,37.28,-116.29,200,Sled,1968
USSR,49.75,78.15,20,Nan,1968
USA,37.21,-116.08,200,Noggin,1968
USA,36.88,-115.91,20,Knife A,1968
USA,37.05,-116.13,200,Stoddard,1968
USA,37.17,-116.27,20,Hudson Seal,1968
USSR,49.82,78.18,60,Nan,1968
USA,37.02,-115.94,20,Knife C,1968
USA,37,-116,20,Welder,1968
USA,36.99,-116.26,20,Wat,1968
USSR,50,78,0.24,Telkem,1968
USA,37,-116,20,Hula,1968
USSR,50,78,20,Nan,1968
USA,36.87,-116.27,20,Bit A-B,1968
USA,37,-116,20,File,1968
USA,37.05,-116.08,200,Crew,1968
USA,37,-116,20,Crew 2-3,1968
USSR,73.39,54.58,1500,Nan,1968
USSR,49.76,78.06,20,Nan,1968
USSR,37,78,0.24,Telkem-2,1968
USA,37.02,-115.99,20,Knife B,1968
USA,37,-116.31,20,Auger,1968
USA,36.95,-116.18,20,Mingvase,1968
USA,37.13,-116.04,20,Tinderbox,1968
USA,37.28,-116.37,30,Schooner,1968
USA,37.02,-116.07,20,Tyg A-F,1968
USA,37.01,-116.11,20,Scissors,1968
USA,37,-116,20,Bayleaf,1968
USSR,49.7,78.1,20,Nan,1968
USA,37.2,-116.5,1150,Benham,1968
CHINA,41.5,89,3000,Nan,1968
USA,37.14,-116.07,10,Packard,1969
USA,37.19,-116.22,200,Wineskin,1969
USA,37,-116,20,Shave,1969
USA,37.04,-115.99,200,Vise,1969
USA,37,-116,20,Biggin,1969
USA,37,-116,20,Nipper,1969
USA,37,-116,20,Winch,1969
USA,37.15,-116.14,20,Cypresse,1969
USSR,49.84,78.15,150,Nan,1969
USA,37,-116,20,Valise,1969
USA,37,-116,20,Chatty,1969
USA,36.96,-116.02,20,Barsac,1969
USA,37.11,-116.08,100,Coffer,1969
USSR,50,78,20,Nan,1969
USSR,50,78,20,Nan,1969
USA,37,-116,20,Gourd A/B,1969
USA,37.05,-116.03,200,Blenton,1969
USA,37.05,-116.03,200,Thistle,1969
USA,37.25,-116.46,200,Purse,1969
USA,37,-116,20,Aliment,1969
USSR,49.78,78.16,20,Nan,1969
USA,37.01,-116.03,200,Torrido,1969
USA,37,-116,20,Ipecac A-B,1969
USSR,50.01,77.81,20,Nan,1969
USA,36.95,-116.07,20,Tapper,1969
USA,37,-116,20,Bowl 1-2,1969
USSR,49.76,78.2,20,Nan,1969
USA,37.07,-116.08,200,Ildrim,1969
USA,37.13,-116.07,200,Hutch,1969
USSR,49.88,78.23,16,Nan,1969
USA,37.2,-116.1,20,Spider A-B,1969
USA,36.91,-116.01,20,Pliers,1969
USA,37,-116,20,Horehound,1969
USSR,57.35,54.77,7.6,Grifon,1969
USSR,51.31,55.03,7.6,Grifon,1969
USA,39.5,-107.88,40,Rulison,1969
USSR,49.77,78.03,20,Nan,1969
USA,36.84,-115.93,20,Minute Steak,1969
USA,37.33,-116.43,1000,Jorum,1969
USA,37,-116,20,Kyack A-B,1969
CHINA,41.35,88.33,25,Nan,1969
USSR,45.88,42.49,10,Nan,1969
CHINA,40.72,89.3,3000,Nan,1969
USSR,49.81,78.18,20,Nan,1969
USA,37,-116,20,Seaweed C-E,1969
USA,51.59,179.19,1000,Milrow,1969
USA,37.23,-116.43,1000,Pipkin,1969
USSR,73.39,54.5,1500,Nan,1969
USA,37,-116,20,Seaweed B,1969
USA,37.07,-116.04,11,Cruet,1969
USA,37.04,-116.16,16.7,Pod A-D,1969
USA,37.22,-116.09,110,Calabash,1969
USSR,50,78,20,Nan,1969
USA,37,-116,1.7,Scuttle,1969
USA,36.98,-116.02,200,Piccalilli,1969
USA,37,-116,20,Planer,1969
USSR,50,78,20,Nan,1969
USSR,49.94,78.98,125,Nan,1969
USA,37.13,-116.24,20,Dieseltrain,1969
USSR,43.79,54.75,30,Nan,1969
USA,37,-116,20,Culaniro A-B,1969
USA,37,-116,20,Tun A-D,1969
USA,37.06,-116,200,Grape A,1969
USA,36.9,-116.07,20,Lovage,1969
USA,37.09,-116.07,200,Terrine W/Y,1969
USSR,49.98,77.79,40,Nan,1969
USSR,49.7,78.2,20,Nan,1969
USA,37.11,-115.96,20,Fob G/R/B,1970
USSR,49.84,78.27,20,Nan,1970
USA,36.98,-116.07,20,Ajo,1970
USA,37.09,-116.01,200,Grape B,1970
USA,37,-116,200,Belen,1970
USA,37.09,-116.05,25,Labis,1970
USA,37.13,-116.21,20,Dianamist,1970
USSR,50,78,0.001,Nan,1970
USA,37.07,-115.98,200,Cummarin,1970
USA,37.11,-116.08,200,Yannigan R/B/W,1970
USA,37.14,-116.08,8.7,Cyathus,1970
USA,37.08,-116.05,20,Arabis R/G/B,1970
USA,36.93,-116.02,20,Jal,1970
USA,37.08,-116.03,200,Shaper,1970
USA,37.3,-116.49,10000,Handley,1970
USSR,49.77,78.11,20,Nan,1970
USA,37.03,-116.04,12.7,Snubber,1970
USA,37.08,-116.1,200,Can Green/Red,1970
USA,37,-116.03,20,Beebalm,1970
USA,37.05,-116.02,20,Hod Green/Red,1970
USA,37,-116,20,Hod C Blue,1970
USA,37.17,-116.19,20,Mintleaf,1970
USA,37,-116.2,20,Diamond Dust,1970
USA,37.16,-116.03,200,Cornice Y/G,1970
FRANCE,-22,-139,20,Andromede,1970
USA,37.04,-116.03,20,Manzanas,1970
USA,36.99,-116.05,200,Morrones,1970
FRANCE,-22,-139,1000,Cassiopee,1970
USA,37.2,-116.2,20,Hudson Moon,1970
USA,37.11,-116.03,105,Flask G/Y/R,1970
USSR,50,78,20,Nan,1970
USA,37,-116,20,Piton A/B,1970
USA,37,-116,20,Piton C,1970
FRANCE,-22.2,-138.8,1000,Dragon,1970
FRANCE,-22,-139,20,Eridan,1970
USSR,52.2,55.7,2.3,Magistral,1970
USA,37.08,-116.08,20,Arnica Y/V,1970
USSR,49.83,78.22,150,Nan,1970
USSR,50,78,20,Nan,1970
FRANCE,-21.8,-139.2,1000,Licorne,1970
USSR,49.95,77.77,20,Nan,1970
USSR,49.82,78.18,20,Nan,1970
FRANCE,-22,-139,20,Pegase,1970
FRANCE,-22,-139,200,Orion,1970
FRANCE,-22,-139,1000,Toucan,1970
USSR,49.77,78.1,20,Nan,1970
USSR,50,78,20,Nan,1970
USA,37,-116,20,Scree A/A/Ch,1970
USSR,73.31,54.89,1500,Nan,1970
CHINA,40.92,89.4,3400,Nan,1970
USA,37.03,-116,200,Tijeras,1970
USA,37,-116,20,Truchas Ch/Ch/R,1970
USSR,50,77.82,20,Nan,1970
USA,36.98,-116.04,200,Abeytas,1970
USA,37,-116,20,Penasco,1970
USA,37,-116,20,Corazon/Carrizo,1970
USSR,43.87,54.78,80,Nan,1970
USA,37.01,-115.94,200,Artesia,1970
USA,37.23,-116.05,20,Avens A/A/A/C,1970
USA,37,-116,20,Canjilon,1970
USSR,49.73,78.17,150,Nan,1970
USA,37.12,-116.05,220,Carpetbag,1970
USA,37.12,-116.09,10,Baneberry,1970
USSR,43.81,54.82,75,Nan,1970
USSR,50,78,20,Nan,1971
USSR,49.7,78.2,150,Nan,1971
USSR,50,78,20,Nan,1971
USSR,61.3,56.5,15,Taiga,1971
USSR,50,78,0.23,Nan,1971
USSR,49.8,78.1,90,Nan,1971
USSR,49.8,78.2,20,Nan,1971
FRANCE,-22,-139,200,Dione,1971
USSR,50,77.8,16,Nan,1971
FRANCE,-22,-139,1000,Encelade,1971
USA,37,-116,20,Embudo,1971
USSR,50,77.7,20,Nan,1971
USA,37,-116,200,Laguna,1971
USA,37,-116,20,Dexter,1971
USA,37.1,-116.1,200,Harebell,1971
USA,37,-116,20,Camphor,1971
USSR,50,79.1,20,Nan,1971
USA,37,-116,20,Diamond Mine,1971
USSR,64,55,2.3,Globus,1971
FRANCE,-22,-139,20,Japet,1971
USA,37.1,-116.1,83,Kiniata,1971
USA,37,-116,20,Bracken,1971
USSR,64.2,55.2,2.3,Globus,1971
USA,37,-116,20,Apodaca,1971
USA,37,-116,20,Barranca,1971
USA,37,-116,20,Nama A/M,1971
USA,37,-116,20,Baltic,1971
FRANCE,-22,-139,20,Phoebe,1971
FRANCE,-21.9,-139,1000,Rhea,1971
USA,37.1,-116,200,Algodones,1971
USSR,57.8,41.1,2.3,Globus,1971
USA,37.07,-115.97,20,Frijoles,1971
USSR,73.4,55.1,1500,Nan,1971
USA,37,-116,20,Pedernal,1971
USA,37,-116,20,Chantilly,1971
USSR,61.6,47.1,2.3,Globus,1971
USA,37.1,-116,20,Cathay,1971
USSR,50,77.7,12,Nan,1971
USA,37.32,-116.14,20,Lagoon,1971
USSR,50,77.6,23,Nan,1971
USSR,51.6,54.5,15,Sapfir,1971
USA,51.5,179.1,5000,Cannikin,1971
CHINA,41.5,89,15,Nan,1971
USA,37,-116,20,Diagonal Line,1971
USSR,49.8,78.1,20,Nan,1971
USA,37.16,-116.15,20,Parnassia,1971
USA,37.1,-116.1,200,Chaenactis,1971
USA,37,-116,20,Hospah,1971
USA,37,-116,20,Yerba,1971
USSR,50,77.9,20,Nan,1971
USSR,47.9,48.2,64,Nan,1971
USSR,49.8,78.1,150,Nan,1971
USSR,50,78,20,Nan,1971
USA,37,-116,20,Mescalero,1972
CHINA,41.5,89,8,Nan,1972
USA,36.98,-115.81,20,Cowles,1972
USSR,50,78.9,16,Nan,1972
USA,37,-116,20,Dianthus,1972
USSR,49.8,78.2,20,Nan,1972
CHINA,41.5,89,170,Nan,1972
USA,37,-116,20,Sappho,1972
USSR,49.7,78.2,20,Nan,1972
USA,36.97,-116.05,20,Onaja/Ocate,1972
USSR,37.4,62,15,Crater,1972
USA,37.122,-116.083,20,Longchamps,1972
USA,37,-116,20,Jicarilla,1972
USSR,50,78,0.001,Nan,1972
USA,37.2,-116.2,20,Misty North,1972
USA,37.25,-116.11,20,Kara,1972
USA,37.12,-116.088,20,Zinnia,1972
USA,37.004,-116.002,20,Monero,1972
USSR,49.8,78.2,20,Nan,1972
USA,37,-116,20,Merida,1972
FRANCE,-22,-139,20,Umbriel,1972
USA,37.12,-116.04,20,Capitan,1972
USA,37,-116,20,Haplopappus,1972
USA,37,-116,20,Tajique,1972
FRANCE,-22,-139,20,Titania,1972
USSR,49.7,78,20,Nan,1972
USSR,0,0,3.8,Fakel,1972
USA,37.215,-116.183,20,Diamond Sculls,1972
USA,37.02,-116.03,20,Atarque,1972
FRANCE,-22,-139,20,Oberon,1972
USSR,71,54,20,Nan,1972
FRANCE,-22,-139,0,Ariel,1972
USA,37,-116,20,Ceb/Cuch/Sol,1972
USSR,49.8,78.1,8,Nan,1972
USSR,49.5,48.2,6.6,Region,1972
USSR,50,77,20,Nan,1972
USSR,73.3,55.1,1500,Nan,1972
USSR,50,77.7,2,Nan,1972
USSR,67.7,33.4,2.1,Dnepr-1,1972
USSR,52.1,52,2.3,Region,1972
USA,37.082,-116.037,200,Oscuro,1972
USA,37.122,-116.085,15,Delphinium,1972
USSR,46.8,45,6.6,Region,1972
USSR,49.9,78.8,165,Nan,1972
USA,37.25,-116.32,20,Akbar,1972
USA,37,-116,20,Arsenate,1972
USA,37,-116,20,Canna U/L,1972
USSR,52.8,51.1,2.3,Region,1972
USSR,51.8,64.2,6.6,Region,1972
USSR,49.8,78.1,150,Nan,1972
USSR,50.1,78.8,140,Nan,1972
USA,37,-116,20,Tuloso,1972
USA,37,-116,20,Solanum,1972
USA,37.14,-116.083,20,Flax Source,1972
USA,37,-116,200,Flax T/B,1972
USSR,51.7,77.2,20,Nan,1972
USA,37,-116,20,Alumroot,1973
USSR,49.8,78.2,150,Nan,1973
USA,37.103,-116.027,200,Miera,1973
USA,37,-116,20,Gazook,1973
USA,37,-116,20,Natoma,1973
USSR,50,77.7,20,Nan,1973
USA,37.005,-116.028,20,Angus/Velarde,1973
USA,37.123,-116.059,90,Starwort,1973
USA,37,-116,20,Colmor,1973
USA,37,-116,20,Mesita,1973
USA,39.793,-108.366,33,Rio Blanco 1-3,1973
USA,37.18,-116.09,20,Cabresto,1973
USA,37,-116,20,Kashan,1973
USA,37.185,-116.215,20,Dido Queen,1973
USA,37.245,-116.346,1000,Almendro,1973
USA,37.1,-116,200,Potrillo,1973
CHINA,40.6,89.5,0,Nan,1973
USA,37.148,-116.086,200,Portulaca,1973
USA,37,-116,20,Sileke,1973
USSR,49.8,78.1,20,Nan,1973
FRANCE,-22,-139,20,Euterpe,1973
USSR,50,78.9,1500,Nan,1973
FRANCE,-22,-139,20,Melpomene,1973
USSR,42.7,67.4,6.3,Meridian,1973
FRANCE,-22,-139,20,Pallas,1973
FRANCE,-22,-139,20,Parthenope,1973
USSR,50.5,68.4,6.3,Meridian,1973
FRANCE,-22,-140,20,Tamara,1973
USSR,73.3,55.2,10000,Nan,1973
FRANCE,-22,-139,0,Vesta,1973
USSR,45.6,67.8,6.3,Meridian,1973
USSR,50,78,0.001,Nan,1973
USSR,70.8,53.9,150,Nan,1973
USSR,51.6,54.6,10,Sapfir,1973
USA,37,-116,20,Polygonum,1973
USA,37,-116,20,Waller,1973
USA,37.2,-116.203,20,Huscy Ace,1973
USSR,49.8,78.2,20,Nan,1973
USSR,53.7,55.4,10,Kama 2,1973
USSR,70.8,54.2,10000,Nan,1973
USSR,50,78,20,Nan,1973
USA,36.9,-116,20,Nan,1973
USA,37.06,-116.57,20,Pajara,1973
USA,37,-116,20,Seafoam,1973
USSR,50,79,150,Nan,1973
USA,37,-116,20,Elida,1973
USA,37,-116,20,Spar,1973
USSR,50,78,20,Nan,1973
USA,37,-116,20,Pinedrops S/T/B,1974
USSR,49.9,78,20,Nan,1974
USA,37.104,-116.053,200,Latir,1974
USSR,50,78,0.001,Nan,1974
USA,37,-116,20,Hulsea,1974
USA,37,-116,20,Sapello,1974
USSR,50,78,20,Nan,1974
USA,37,-116,20,Portrero,1974
USA,37,-116,20,Plomo,1974
USA,37,-116,20,Jib,1974
USSR,49.743,78.15,20,Nan,1974
INDIA,26.9,71.7,20,Nan,1974
USA,37.06,-116.11,20,Grove,1974
UK,37.1,-116.1,200,Fallon,1974
USSR,49.952,78.844,150,Nan,1974
USA,36.96,-116.02,20,Nan,1974
FRANCE,-22,-139,20,Capricorne,1974
CHINA,39.5,89.4,1000,Nan,1974
USA,37.2,-116.2,20,Ming Blade,1974
USSR,49.889,78.115,20,Nan,1974
FRANCE,-22,-139,0,Belier,1974
FRANCE,-22,-139,1000,Gemeaux,1974
USSR,53.8,55.2,10,Kama 1,1974
USSR,49.789,78.139,20,Nan,1974
USA,37.068,-116.032,200,Escaeosa,1974
FRANCE,-22,-139,20,Centaure,1974
USA,37.09,-116.05,20,Crestlake T/B,1974
FRANCE,-22,-139,20,Maquis,1974
FRANCE,-22,-139,0,Persee,1974
USSR,50,78,20,Nan,1974
USA,37.023,-116.036,20,Puye,1974
USSR,68.913,75.899,7.6,Gorizont,1974
FRANCE,-22,-139,200,Scorpion,1974
FRANCE,-22,-139,20,Taureau,1974
USSR,73.366,55.094,1500,Nan,1974
USSR,67.233,62.119,7.6,Gorizont,1974
USA,37.15,-116.083,200,Portmanteau,1974
USSR,49.82,78.091,20,Nan,1974
FRANCE,-22,-139,1000,Verseau,1974
USA,36.99,-115.89,20,Pratt,1974
USA,37.133,-116.068,200,Stanyan,1974
USA,37,-116,20,Trumbull,1974
USSR,0,0,1.7,Kristall,1974
USSR,49.972,78.96,20,Nan,1974
USA,37,-116,20,Estaca,1974
USA,37,-116,20,Hybla Fair,1974
USSR,70.817,54.063,10000,Nan,1974
USA,37,-116,20,Temescal,1974
USA,37,-116,20,Puddle,1974
USSR,50,78,20,Nan,1974
USSR,49.908,77.648,1.7,Lazurit,1974
USSR,49.755,78.064,20,Nan,1974
USSR,49.824,78.117,3.8,Nan,1974
USA,37.11,-116.32,20,Keel,1974
USSR,49.96,79.046,150,Nan,1974
USA,37,-116,20,Portola,1975
USA,37,-116,20,Teleme,1975
USA,37,-116,20,Bilge,1975
USSR,49.76,78.09,20,Nan,1975
USSR,50,78,20,Nan,1975
USA,37.11,-116.06,200,Topgallant,1975
USA,37.13,-116.08,200,Cabrillo,1975
USSR,49.76,78.23,20,Nan,1975
USA,37.18,-116.21,20,Dining Car,1975
USA,37.11,-116.08,200,Edam,1975
USSR,48.1,47.2,0.35,Nan,1975
USSR,49.94,79.02,150,Nan,1975
USA,37.11,-116.03,200,Obar,1975
USA,37.22,-116.47,1000,Tyeo,1975
USA,37.33,-116.52,200,Stilton,1975
USA,37.09,-116.03,200,Mizzeu,1975
FRANCE,-15.45,-140.5,5,Achille,1975
USSR,49.75,78.08,20,Nan,1975
USA,37,-116,20,Alviso,1975
USA,37,-116,20,Futtock,1975
USA,37.35,-116.32,1000,Mast,1975
USA,37.27,-116.37,1000,Camembert,1975
USSR,49.98,78.92,20,Nan,1975
USSR,50,78,20,Nan,1975
USSR,49.83,78.23,20,Nan,1975
USSR,0,0,7.6,Gorizont,1975
USSR,73.34,54.5,1500,Nan,1975
USA,37.02,-116.03,20,Marsh,1975
USSR,69.6,90.46,7.6,Gorizont,1975
USSR,55.8,75.1,20,Nan,1975
USSR,70.84,53.53,1500,Nan,1975
USSR,73,55,1500,Nan,1975
USSR,73.32,54.93,1500,Nan,1975
USA,37.22,-116.18,20,Huscy Pup,1975
CHINA,41.43,88.4,10,Nan,1975
USA,37.28,-116.41,1000,Kasseri,1975
USSR,49.92,78.91,150,Nan,1975
USA,36.99,-116.04,20,Deck,1975
USA,37.22,-116.37,1000,Inlet,1975
FRANCE,-22,-139,20,Hector,1975
USA,37.12,-116.02,20,Leyden,1975
USSR,49.81,78.24,20,Nan,1975
USA,37.12,-116.06,200,Chiberta,1975
USSR,50.02,78.86,150,Nan,1975
USA,37.3,-116.33,1000,Muenster,1976
USSR,49.8,78.25,20,Nan,1976
CHINA,41.5,89,20,Nan,1976
USA,37.07,-116.03,200,Keelson,1976
USA,37.11,-116.04,200,Esrom,1976
USA,37.271,-116.488,1000,Fontina,1976
USA,37.24,-116.42,500,Cheshire,1976
USA,37,-116,20,Shallows,1976
USA,37.31,-116.36,500,Estuary,1976
USA,37.31,-116.47,1000,Colby,1976
USA,37.26,-116.31,500,Pool,1976
USA,37.11,-116.05,500,Strait,1976
USSR,50,78,20,Nan,1976
USSR,48,47,10,Nan,1976
FRANCE,-22,-139,5,Patrocole,1976
USSR,50,78,20,Nan,1976
USSR,49.84,78.18,20,Nan,1976
USSR,49.89,78.83,20,Nan,1976
USA,37.19,-116.25,20,Mighty Epic,1976
USSR,49.84,77.97,20,Nan,1976
USA,37,-116,20,Rivoli,1976
USSR,49.98,79.07,20,Nan,1976
USSR,49.85,78.97,150,Nan,1976
FRANCE,-22.1,-138.7,20,Menelas,1976
FRANCE,-22,-139,0,Calypso,1976
USSR,49.8,78.08,20,Nan,1976
USA,37.07,-116.04,150,Billet,1976
USSR,47.81,48.1,58,Nan,1976
USSR,49.9,77.7,20,Nan,1976
UK,37.13,-116.08,150,Banon,1976
USSR,49.95,78.98,150,Nan,1976
CHINA,41.5,89,200,Nan,1976
USSR,73.41,54.5,150,Nan,1976
USA,37,-116,20,Gouda,1976
CHINA,41.64,88.21,20,Nan,1976
USSR,73.4,54.47,20,Nan,1976
USSR,49.98,78.2,20,Nan,1976
FRANCE,-22,-138,5,Ulysse A,1976
USSR,61.52,112.73,15,Oka,1976
